what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1383308119122
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1383308119122
java.specification.name,sysinfo,,,"Java Platform API Specification",1383308119122
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1383308119122
java.specification.version,sysinfo,,,"1.6",1383308119122
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1383308119122
java.version,sysinfo,,,"1.6.0_29",1383308119122
java.vm.info,sysinfo,,,"mixed mode, sharing",1383308119122
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1383308119122
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1383308119122
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1383308119122
java.vm.specification.version,sysinfo,,,"1.0",1383308119122
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1383308119122
java.vm.version,sysinfo,,,"20.4-b02",1383308119122
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1383308119279
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1383308119420
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1383308119503
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1383308119776
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1383308119903
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1383308120876
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1383308120881
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1383308120997
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1383308121143
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1383308121508
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383308318438
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383308318592
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1383308318744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308324672
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1383308348687
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1383308349645
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1383308353449
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308353650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1383308353807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308353853
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1383308355403
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1383308355773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308358031
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1383308380828
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383308381010
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1383308383299
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383308383386
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1383308387292
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383308402493
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1383308404079
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1383308404159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308408121
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308420625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383308420795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308424694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308426174
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383308426732
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1383318234823
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1383318234828
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1383318234831
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1383318234834
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1383318234834
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1383318234836
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1383318234837
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1383318234837
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1383318234837
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1383318234839
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1383318234839
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1383318234840
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1383318234840
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1383318234842
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1383318234845
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1383318234846
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1383318234846
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1383318234846
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1383318234846
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1383318234849
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1383318234851
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1383318234855
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1383318234857
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1383318234860
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1383318234860
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1383318234862
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1383318234863
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1383318234865
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1383318234865
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1383318234868
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1383318234868
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1383318234871
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1383318234871
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1383318234871
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1383318234871
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1383318234874
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1383318234874
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1383318234874
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1383318234874
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1383318234875
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1383318234875
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1383318234881
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1383318234881
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1383318234882
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1383318234882
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1383318234882
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1383318234882
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1383318234882
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1383318234883
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1383318234883
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1383318234883
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1383318234888
os,sysinfo,,,"win32",1383318234900
arch,sysinfo,,,"x86",1383318234900
ws,sysinfo,,,"win32",1383318234900
locale,sysinfo,,,"pt_PT",1383318234900
processors,sysinfo,,,"2",1383318234901
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1383318234901
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1383318234901
java.specification.name,sysinfo,,,"Java Platform API Specification",1383318234901
java.specification.vendor,sysinfo,,,"Oracle Corporation",1383318234901
java.specification.version,sysinfo,,,"1.7",1383318234901
java.vendor,sysinfo,,,"Oracle Corporation",1383318234901
java.version,sysinfo,,,"1.7.0_45",1383318234901
java.vm.info,sysinfo,,,"mixed mode, sharing",1383318234901
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1383318234901
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1383318234901
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1383318234901
java.vm.specification.version,sysinfo,,,"1.7",1383318234901
java.vm.vendor,sysinfo,,,"Oracle Corporation",1383318234901
java.vm.version,sysinfo,,,"24.45-b08",1383318234901
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1383318234949
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1383318235050
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1383318235725
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1383318235726
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1383318236081
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1383318236268
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1383318236445
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1383318236638
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1383318236947
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1383318237080
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1383318237203
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1383318237206
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1383318237743
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1383318237772
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1383318237784
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1383318238004
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1383318518597
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1383318518658
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318522810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318536197
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383318536266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318543535
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1383318551411
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1383318552035
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1383318552444
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1383318580013
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1383318580028
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1383318580037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318730917
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1383318733150
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1383318733200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318738771
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1383318754664
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1383318754672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318774400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318775638
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318780199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383318780301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318783614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318785824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318799425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318819928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383318820098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318824000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318825074
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1383318825267
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383318825380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318826894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318827014
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318834383
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318845918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318847590
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318857625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383318857775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318864550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318864668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318878042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318940589
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318950235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318962795
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383318962880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318965785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318967601
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383318972627
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319005002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319014921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319306756
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319313368
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1383319321351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319348282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1383319348381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319350434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319363815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319364519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319365911
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319382289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319466482
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319476889
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1383319477320
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319478100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319490911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319495674
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319497718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319542153
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383319545381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319550150
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319553727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319554268
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1383319554346
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319565979
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319566141
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383319570863
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319570864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319581197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319766272
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319768042
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319768205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319777388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383319867855
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383319869597
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319870078
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319870255
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383319872455
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383319872931
